Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
2,M824,MILLENNIUM HS - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,21000,21000,0,DSF: 0000866404
2,M833,HS FOR ECONOMICS & FINANCE - M,SCA IEH,"IEH PO18-ROOMS -303, 304, 307, 308, 509, 510, 504",Construction,Complete,12/29/2016,IEH,7/2/2017,IEH,168513,2797,DSF: 0000044725
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Scope,Complete,6/16/2015,11/13/2015,11/9/2015,54315,76056,76056,"DSF: 0000821944, 0000832931"
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Design,Complete,2/26/2016,8/26/2016,11/18/2016,217260,369930,298058,"DSF: 0000821944, 0000832931"
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Construction,In-Progress,6/26/2017,12/17/2018,,4073625,3696547,25977,"DSF: 0000821944, 0000832931"
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,"CM, F&E",In-Progress,6/26/2017,12/17/2018,,253470,71597,71597,"DSF: 0000821944, 0000832931"
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY17 RESO A ROOFTOP GARDEN,Scope,PNS,PNS,PNS,PNS,0,12572,6594,DSF: 0000845595
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY17 RESO A ROOFTOP GARDEN,Design,PNS,PNS,PNS,PNS,12000,5581,5581,DSF: 0000845595
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY17 RESO A ROOFTOP GARDEN,Construction,PNS,PNS,PNS,PNS,176000,176000,188,DSF: 0000845595
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY17 RESO A ROOFTOP GARDEN,"CM, F&E",PNS,PNS,PNS,PNS,12000,12000,4226,DSF: 0000845595
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000866424
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,4500,4500,0,DSF: 0000866424
11,X089,P.S. 89 - BRONX,SCA CIP,FLOOD ELIMINATION,Design,PNS,PNS,PNS,PNS,106442,106442,0,DSF: 0000884892
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA Furniture & Equi,FY15 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,60000,60000,0,DSF: 0000800092
2,M834,HS FOR ENVIRONMENTAL STUDIES -,DOE - Skilled Trades,COOLING TOWERS REPLACEMENT,Construction,In-Progress,3/11/2017,DOES,,DOES,523637,373469,DSF: 0000832950
2,M844,M721 SPED - MANHATTAN,SCA IEH,IEH PO18-8TH FL CONFERENCE ROOM,Construction,Complete,8/11/2017,IEH,12/2/2017,IEH,27716,2170,DSF: 0000048106
2,M860,P.S. 343 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,676994,0,DSF: 0000776543
2,M874,BARUCH COLLEGE CAMPUS HS - M,SCA IEH,IEH PO18-ROOM 510,Construction,Complete,10/13/2017,IEH,10/15/2017,IEH,41340,5478,DSF: 0000049006
2,M874,BARUCH COLLEGE CAMPUS HS - M,DOE- RESOA,FY15 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,275000,275000,0,DSF: 0000800428
2,M877,NEW YORK HARBOR SCHOOL - MANHA,DOE- RESOA,FY13 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,455577,455577,0,DSF: 0000754573
2,M883,HARVEST COLLEGIATE HIGH SCHOOL,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,14972,0,DSF: 0000777130
2,M894,HS FOR LEADERSHIP & PUBLIC SER,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000866433
2,M894,HS FOR LEADERSHIP & PUBLIC SER,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,6000,6000,0,DSF: 0000866433
2,M894,HS FOR LEADERSHIP & PUBLIC SER,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,88000,88000,0,DSF: 0000866433
2,M894,HS FOR LEADERSHIP & PUBLIC SER,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000,0,DSF: 0000866433
2,M920,SATELLITE ACADEMY - M,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,31644,0,DSF: 0000777132
2,M933,CITY KNOLL MIDDLE SCHOOL,SCA IEH,IEH PO18-ROOM 403 & STUDENT BATHROOM,Construction,Complete,6/22/2017,IEH,10/3/2017,IEH,762,762,DSF: 0000047410
2,M933,CITY KNOLL MIDDLE SCHOOL,SCA IEH,"IEH PO18-2ND FL BOYS BATH, 6TH FL HALLWAY, ROOM 60",Construction,Complete,8/24/2017,IEH,9/1/2017,IEH,26529,1530,DSF: 0000048345
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000866407
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,12000,12000,0,DSF: 0000866407
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,176000,176000,0,DSF: 0000866407
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,12000,12000,0,DSF: 0000866407
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,In-Progress,12/13/2017,2/13/2018,,0,102,102,DSF: 0000867223
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,24000,23898,410,DSF: 0000867223
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,352000,352000,0,DSF: 0000867223
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,24000,24000,1089,DSF: 0000867223
3,M009,P.S. 9 - MANHATTAN,SCA IEH,IEH PO18-OUTSIDE ROOM 108,Construction,Complete,5/30/2017,IEH,11/16/2017,IEH,1956,1456,DSF: 0000047025
3,M009,P.S. 9 - MANHATTAN,SCA IEH,IEH PO18-ROOM 312,Construction,Complete,11/3/2017,IEH,11/25/2017,IEH,34409,3922,DSF: 0000049229
3,M009,I.S. 243 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,126948,0,DSF: 0000777061
3,M009,P.S. 9 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,126948,0,DSF: 0000777060
3,M044,I.S. 245 - MANHATTAN,SCA CIP RESOA,FY 15 RESO A GREENHOUSE,Scope,PNS,PNS,PNS,PNS,0,251,251,DSF: 0000800099
3,M044,I.S. 245 - MANHATTAN,SCA CIP RESOA,FY 15 RESO A GREENHOUSE,Design,PNS,PNS,PNS,PNS,12793,7849,1003,DSF: 0000800099
3,M044,I.S. 245 - MANHATTAN,SCA CIP RESOA,FY 15 RESO A GREENHOUSE,Construction,PNS,PNS,PNS,PNS,187631,118800,0,DSF: 0000800099
3,M044,I.S. 245 - MANHATTAN,SCA CIP RESOA,FY 15 RESO A GREENHOUSE,"CM, F&E",PNS,PNS,PNS,PNS,12793,8100,0,DSF: 0000800099
3,M044,P.S. 334 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000867369
3,M044,P.S. 334 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,PNS,PNS,PNS,PNS,4800,4800,0,DSF: 0000867369
3,M044,P.S. 334 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,70400,70400,0,DSF: 0000867369
3,M044,P.S. 334 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",PNS,PNS,PNS,PNS,4800,4800,0,DSF: 0000867369
3,M044,P.S. 334 - MANHATTAN,SCA IEH,IEH PO18-KITCHEN DELIVERY ENTRANCE,Construction,Complete,8/31/2017,IEH,9/1/2017,IEH,14020,1846,DSF: 0000048525
3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Scope,Complete,7/2/2014,11/18/2014,10/28/2014,26490,48680,39668,DSF: 0000785205
3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Design,Complete,12/3/2014,5/6/2015,7/14/2015,97130,92328,67276,DSF: 0000785205
3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Construction,In-Progress,10/19/2016,7/15/2017,,1028695,1429405,1040361,DSF: 0000785205
3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,"CM, F&E",In-Progress,10/19/2016,7/15/2017,,238410,271713,253211,DSF: 0000785205
3,M054,I.S. 54 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,301650,0,DSF: 0000777087
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Scope,Complete,7/11/2013,12/12/2013,2/14/2014,110989,75354,75354,"DSF: 0000775607, 0000775608"
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Design,Complete,2/18/2014,7/18/2014,7/25/2014,436623,467318,445008,"DSF: 0000775607, 0000775608"
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Construction,In-Progress,6/13/2016,9/5/2017,,7528581,7348197,6373029,"DSF: 0000775607, 0000775608"
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,"CM, F&E",In-Progress,6/13/2016,9/5/2017,,613272,645902,629266,"DSF: 0000775607, 0000775608"
3,M075,P.S. 75 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000867196
3,M075,P.S. 75 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,PNS,PNS,PNS,PNS,12000,12000,0,DSF: 0000867196
3,M075,P.S. 75 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,176000,176000,0,DSF: 0000867196
3,M075,P.S. 75 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",PNS,PNS,PNS,PNS,12000,12000,0,DSF: 0000867196
3,M075,P.S. 75 - MANHATTAN,Fast Track Projects,TEMPORARY BOILER,Construction,In-Progress,10/5/2015,FTK,,FTK,856639,338489,DSF: 0000823602
3,M075,P.S. 75 - MANHATTAN,DCAS/NYPA,HIGH EFFICIENCY LIGHTING SYSTEM,Construction,Complete,4/2/2015,5/26/2017,5/26/2017,96329,96329,96329,DSF:
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,Complete,3/2/2017,6/30/2017,4/4/2017,0,12434,12434,DSF: 0000844204
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,Complete,4/4/2017,9/1/2017,5/12/2017,18169,8337,2472,DSF: 0000844204
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,Complete,6/27/2017,1/22/2018,11/14/2017,266472,256463,181106,DSF: 0000844204
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",Complete,6/27/2017,1/22/2018,11/14/2017,18169,28375,10797,DSF: 0000844204
3,M076,P.S. 76 - MANHATTAN,SCA IEH,IEH PO18-ROOM 221 & HALLWAY NEAR ROOM 329,Construction,Complete,6/14/2017,IEH,7/22/2017,IEH,15329,2644,DSF: 0000047312
3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Scope,Complete,7/22/2015,10/22/2015,4/22/2016,39525,43607,43607,DSF: 0000822215
3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Design,Complete,4/27/2016,9/27/2016,5/17/2017,158100,153974,118692,DSF: 0000822215
3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Construction,In-Progress,8/7/2017,7/8/2018,,2964375,2724400,23468,DSF: 0000822215
3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,"CM, F&E",In-Progress,8/7/2017,7/8/2018,,184450,88383,87920,DSF: 0000822215
3,M084,I.S. 247 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000867438
3,M084,I.S. 247 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,4500,4500,0,DSF: 0000867438
3,M084,I.S. 247 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,66000,66000,0,DSF: 0000867438
3,M084,I.S. 247 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,4500,4500,0,DSF: 0000867438
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000888809
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,45000,45000,0,DSF: 0000888809
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,660000,660000,0,DSF: 0000888809
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,45000,45000,0,DSF: 0000888809
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Scope,Complete,5/22/2013,10/7/2013,8/16/2013,0,97351,79730,DSF: 0000776001
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Design,Complete,4/7/2016,9/7/2016,10/17/2016,150375,121558,89874,DSF: 0000776001
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Construction,In-Progress,12/18/2017,11/12/2018,,2205500,2057027,27977,DSF: 0000776001
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,"CM, F&E",In-Progress,12/18/2017,11/12/2018,,150375,37834,37625,DSF: 0000776001
3,M084,P.S. 84 - MANHATTAN,SCA IEH,"IEH PO18-ROOMS 336, 232, 128",Construction,Complete,9/21/2017,IEH,12/10/2017,IEH,79916,2684,DSF: 0000048671
3,M084,M.S. M247 DUAL LANGUAGE MIDDLE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,11/17/2017,2/1/2018,,100000,99249,99249,DSF: 0000844415
3,M084,M.S. M247 DUAL LANGUAGE MIDDLE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,11/17/2017,2/5/2018,,35000,34738,34738,DSF: 0000845392
3,M087,P.S. 87 - MANHATTAN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000844933
3,M087,P.S. 87 - MANHATTAN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,PNS,PNS,PNS,PNS,3900,25334,0,DSF: 0000844933
3,M087,P.S. 87 - MANHATTAN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,PNS,PNS,PNS,PNS,57200,371569,0,DSF: 0000844933
3,M087,P.S. 87 - MANHATTAN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",PNS,PNS,PNS,PNS,50259,46359,0,DSF: 0000844933
3,M087,P.S. 87 - MANHATTAN,SCA IEH,IEH PO18-GYM,Construction,Complete,8/3/2016,IEH,12/7/2017,IEH,2467,2467,DSF: 0000042305
3,M087,P.S. 87 - MANHATTAN,DOE - Skilled Trades,PLANYC OIL CONVERSION PROJECT,Construction,In-Progress,10/17/2011,DOES,,DOES,4150,1150,DSF: 0000754323
3,M087,P.S. 87 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,Complete,6/29/2017,9/26/2017,9/26/2017,DOES,162719,162719,DSF: 0000808861
3,M087,P.S. 87 - MANHATTAN,DOE - Skilled Trades,GYMNASIUM CEILING,Construction,In-Progress,6/30/2016,DOES,,DOES,84706,84706,DSF: 0000830939
3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Scope,Complete,12/15/2015,4/1/2016,4/22/2016,19125,33195,33195,DSF: 0000843677
3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Design,Complete,4/27/2016,9/27/2016,4/4/2017,76500,127083,69045,DSF: 0000843677
3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Construction,In-Progress,7/24/2017,4/19/2018,,1434375,1338281,171240,DSF: 0000843677
3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,"CM, F&E",In-Progress,7/24/2017,4/19/2018,,96697,66363,58065,DSF: 0000843677
3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Scope,Complete,2/17/2017,6/20/2017,4/20/2017,6832,125,125,DSF: 0000865809
3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Design,Complete,5/17/2017,10/18/2017,12/13/2017,25050,500,500,DSF: 0000865809
3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,265301,265301,7687,DSF: 0000865809
3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,61486,61486,3898,DSF: 0000865809
3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,8/25/2017,12/26/2017,9/29/2017,7774,2580,2580,DSF: 0000867041
3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,9/29/2017,3/28/2018,,28505,28505,10318,DSF: 0000867041
3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,PNS,PNS,PNS,PNS,301896,301896,188,DSF: 0000867041
3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,117602,117602,2680,DSF: 0000867041
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Scope,Complete,8/14/2013,9/4/2014,8/22/2014,45091,38906,38906,"DSF: 0000777221, 0000799534"
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Design,Complete,9/11/2014,7/23/2015,6/5/2015,171681,177798,170021,"DSF: 0000777221, 0000799534"
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Construction,In-Progress,5/15/2017,8/7/2018,,2439972,2230892,2020506,"DSF: 0000777221, 0000799534"
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,"CM, F&E",In-Progress,5/15/2017,8/7/2018,,323266,157415,156652,"DSF: 0000777221, 0000799534"
10,X475,BRONX THEATRE HS - BRONX,SCA IEH,IEH PO18-RMS 146 & 148,Construction,In-Progress,7/17/2017,IEH,,IEH,990,490,DSF: 0000047667
10,X475,BRONX THEATRE HS - BRONX,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,9/7/2017,DOES,,DOES,170000,1676,DSF: 0000866081
10,X660,HIGH SCHOOL FOR ENERGY AND TEC,SCA IEH,IEH PO18-RM 401,Construction,Complete,6/21/2017,IEH,8/1/2017,IEH,10926,3220,DSF: 0000047400
10,X660,HIGH SCHOOL FOR ENERGY AND TEC,SCA IEH,IEH PO18-RM 117 CLOSET,Construction,Complete,8/15/2017,IEH,9/23/2017,IEH,16181,5678,DSF: 0000048206
10,X819,P.S. 207 - BRONX,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,6/14/2017,7/14/2017,10/23/2017,100000,99250,99250,DSF: 0000845043
10,X826,P.S. 226 - BRONX,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/8/2017,1/15/2018,8/3/2017,35000,34733,34733,DSF: 0000845026
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,Complete,7/31/2012,10/16/2013,2/6/2014,176871,231443,225438,"DSF: 0000025015, 0000751712, 0000797406, 0000797407, 0000797408, 0000797414"
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,Complete,3/19/2014,8/18/2014,12/3/2014,704052,672338,553042,"DSF: 0000025015, 0000751712, 0000797406, 0000797407, 0000797408, 0000797414"
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Construction,In-Progress,7/8/2016,12/24/2018,,12892738,11760993,4315187,"DSF: 0000025015, 0000751712, 0000797406, 0000797407, 0000797408, 0000797414"
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,"CM, F&E",In-Progress,7/8/2016,12/24/2018,,870048,399418,390856,"DSF: 0000025015, 0000751712, 0000797406, 0000797407, 0000797408, 0000797414"
10,X843,P.S. 246 - BRONX,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000867212
10,X843,P.S. 246 - BRONX,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Design,PNS,PNS,PNS,PNS,18600,18600,0,DSF: 0000867212
10,X843,P.S. 246 - BRONX,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,272800,272800,0,DSF: 0000867212
10,X843,P.S. 246 - BRONX,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,18600,18600,0,DSF: 0000867212
10,X843,P.S. 246 - BRONX,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,7/1/2016,7/1/2017,,DIIT,,0,DSF: 0000800265
10,X859,P.S. 315 - BRONX,SCA IEH,IEH PO18-EXIT DOORS 2 AND 3; IN THE HALL,Construction,Complete,1/3/2017,IEH,7/1/2017,IEH,191148,11474,DSF: 0000044799
10,X859,P.S. 315 - BRONX,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,30175,0,DSF: 0000777190
11,X012,X012 SPED - BRONX,SCA CIP,STRUCTURAL CRACKS/WINDOWS/PARAPETS,Scope,Complete,3/23/2016,8/5/2016,3/8/2017,85074,138743,130662,"DSF: 0000843972, 0000866166, 0000866177"
11,X012,X012 SPED - BRONX,SCA CIP,STRUCTURAL CRACKS/WINDOWS/PARAPETS,Design,Complete,4/4/2017,9/1/2017,11/28/2017,330363,221740,216475,"DSF: 0000843972, 0000866166, 0000866177"
11,X012,X012 SPED - BRONX,SCA CIP,STRUCTURAL CRACKS/WINDOWS/PARAPETS,Construction,PNS,PNS,PNS,PNS,5303013,5303013,56893,"DSF: 0000843972, 0000866166, 0000866177"
11,X012,X012 SPED - BRONX,SCA CIP,STRUCTURAL CRACKS/WINDOWS/PARAPETS,"CM, F&E",PNS,PNS,PNS,PNS,526112,526112,30858,"DSF: 0000843972, 0000866166, 0000866177"
11,X019,P.S. 19 - BRONX,SCA Capacity,ADDITION,Scope,Complete,5/23/2016,9/16/2016,9/20/2016,1271925,1022443,1011766,DSF: 0000821591
11,X089,P.S. 89 - BRONX,SCA CIP,FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,1127323,1127323,0,DSF: 0000884892
11,X019,P.S. 19 - BRONX,SCA Capacity,ADDITION,Design,Complete,9/21/2016,3/27/2017,5/11/2017,4070160,4071495,1758457,DSF: 0000821591
11,X019,P.S. 19 - BRONX,SCA Capacity,ADDITION,Construction,In-Progress,7/10/2017,9/1/2020,,57083994,51637412,1561890,DSF: 0000821591
11,X019,P.S. 19 - BRONX,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,7/10/2017,9/1/2020,,8038566,2949638,409902,DSF: 0000821591
11,X019,P.S. 19 - BRONX,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,6/7/2017,7/7/2017,10/5/2017,50000,49623,49623,DSF: 0000845052
11,X021,P.S. 21 - BRONX,SCA IEH,"IEH PO18-RMS 221,223,225,222,226",Construction,In-Progress,12/6/2017,IEH,,IEH,1066,566,DSF: 0000049671
